SAMPLE_POINT_ID,COLLECTION_DATE,Convert Date,Concantenate (Fake Year),Convert to Date Format (Fake Year),,RESULT,COLLECTION_TIME,SAMPLER,ENTRY_DATE,ANALYSIS_DATE,ANALYTE,STATUS,RESULT,UNITS,SAMPLE_ID,LAB_NAME,ANALYST,SAMPLE_TYPE
STA20,21-MAY-12,05/21/12,5-21-2015,Err:502,11,11,11:25,ACS,24-MAY-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200351276,,WWUAKS,PR OILTPH 01
STA20,30-MAY-12,05/30/12,5-30-2015,Err:502,6,6,10:00,ACS,15-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6,MG/L,200351729,,WWUAKS,PR OILTPH 01
STA20,04-JUN-12,06/04/12,6-4-2015,Err:502,13,13,13:51,ACS,29-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200351962,,WWUAKS,PR OILTPH 01
STA20,11-JUN-12,06/11/12,6-11-2015,Err:502,12,12,09:30,ACS,22-JUN-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200352337,,WWUNAA,PR OILTPH 01
STA20,18-JUN-12,06/18/12,6-18-2015,Err:502,11,11,11:55,ACS,09-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200352750,,WWUAKS,PR OILTPH 01
STA20,25-JUN-12,06/25/12,6-25-2015,Err:502,9.2,9.2,09:30,ACS,05-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.2,MG/L,200353210,,WWUAKS,PR OILTPH 01
STA20,10-JUL-12,07/10/12,7-10-2015,Err:502,18,18,12:00,SAM,19-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200354030,,WWUAKS,PR OILTPH 01
STA20,02-JUL-12,07/02/12,7-2-2015,Err:502,8.5,8.5,12:15,SAM,26-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200353654,,WWUAKS,PR OILTPH 01
STA20,16-JUL-12,07/16/12,7-16-2015,Err:502,6.3,6.3,14:50,SAM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.3,MG/L,200354427,,WWUNAA,PR OILTPH 01
STA20,23-JUL-12,07/23/12,7-23-2015,Err:502,10,10,10:50,SAM,31-JUL-12,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200354841,,WWUAKS,PR OILTPH 01
STA20,30-JUL-12,07/30/12,7-30-2015,Err:502,8.4,8.4,10:50,SAM,20-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200355212,,WWUAKS,PR OILTPH 01
STA20,06-AUG-12,08/06/12,8-6-2015,Err:502,8.6,8.6,10;40,ACM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.6,MG/L,200355541,,WWUNAA,PR OILTPH 01
STA20,13-AUG-12,08/13/12,8-13-2015,Err:502,17,17,09:50,SAM,10-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200355953,,WWUNAA,PR OILTPH 01
STA20,20-AUG-12,08/20/12,8-20-2015,Err:502,13,13,12:00,SAM,31-AUG-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200356553,,WWUNAA,PR OILTPH 01
STA20,04-SEP-12,09/04/12,9-4-2015,Err:502,8.5,8.5,09:30,SAM,24-SEP-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200357318,,WWUNAA,PR OILTPH 01
STA20,10-SEP-12,09/10/12,9-10-2015,Err:502,8,8,14:00,SAM,31-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8,MG/L,200357691,,WWURXF,PR OILTPH 01
STA20,18-SEP-12,09/18/12,9-18-2015,Err:502,6.5,6.5,10:10,SAM,12-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.5,MG/L,200358144,,WWUNAA,PR OILTPH 01
STA20,24-SEP-12,09/24/12,9-24-2015,Err:502,9.1,9.1,10:50,ACS,23-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.1,MG/L,200358532,,WWUNAA,PR OILTPH 01
STA20,03-OCT-12,10/03/12,10-3-2015,Err:502,12,12,10:45,SAM,23-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200359016,,WWUNAA,PR OILTPH 01
STA20,08-OCT-12,10/08/12,10-8-2015,Err:502,5.9,5.9,10:05,SAM,22-OCT-12,,HEM - SGT HEM (Oil and Grease),APPROVED,5.9,MG/L,200359287,,WWUNAA,PR OILTPH 01
STA20,17-OCT-12,10/17/12,10-17-2015,Err:502,11,11,10:45,SAM,08-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200359874,,WWUNAA,PR OILTPH 01
STA20,22-OCT-12,10/22/12,10-22-2015,Err:502,7.6,7.6,13:45,SAM,05-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,7.6,MG/L,200360126,,WWUNAA,PR OILTPH 01
STA20,29-OCT-12,10/29/12,10-29-2015,Err:502,11,11,11:30,SAM,18-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200360518,,WWUNAA,PR OILTPH 01
STA20,19-NOV-12,11/19/12,11-19-2015,Err:502,11,11,11:20,SAM,07-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200361669,,WWUNAA,PR OILTPH 01
STA20,05-NOV-12,11/05/12,11-5-2015,Err:502,9.4,9.4,11:30,SAM,05-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,9.4,MG/L,200360892,,WWUNAA,PR OILTPH 01
STA20,14-NOV-12,11/14/12,11-14-2015,Err:502,8.1,8.1,11:30,SAM,26-NOV-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.1,MG/L,200361380,,WWURXF,PR OILTPH 01
STA20,26-NOV-12,11/26/12,11-26-2015,Err:502,13,13,09:30,SAM,04-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200361961,,WWUNAA,PR OILTPH 01
STA20,03-DEC-12,12/03/12,12-3-2015,Err:502,12,12,09:45,SAM,19-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200362298,,WWUNAA,PR OILTPH 01
STA20,10-DEC-12,12/10/12,12-10-2015,Err:502,6.9,6.9,11:00,SAM,20-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,6.9,MG/L,200362693,,WWUNAA,PR OILTPH 01
STA20,17-DEC-12,12/17/12,12-17-2015,Err:502,8.2,8.2,10:30,SAM,27-DEC-12,,HEM - SGT HEM (Oil and Grease),APPROVED,8.2,MG/L,200363130,,WWUNAA,PR OILTPH 01
STA20,24-DEC-12,12/24/12,12-24-2015,Err:502,10,10,09:30,SAM,03-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200363510,,WWUNAA,PR OILTPH 01
STA20,02-JAN-13,01/02/13,1-2-2015,Err:502,14,14,10:45,SAM,10-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200363868,,WWURXF,PR OILTPH 01
STA20,07-JAN-13,01/07/13,1-7-2015,Err:502,6,6,12:00,SAM,30-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6,MG/L,200364121,,WWUNAA,PR OILTPH 01
STA20,16-JAN-13,01/16/13,1-16-2015,Err:502,15,15,10:00,SAM,31-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200364694,,WWUNAA,PR OILTPH 01
STA20,23-JAN-13,01/23/13,1-23-2015,Err:502,19,19,12:20,SAM,30-JAN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,19,MG/L,200365030,,WWUNAA,PR OILTPH 01
STA20,28-JAN-13,01/28/13,1-28-2015,Err:502,11,11,13:00,SAM,15-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200365310,,WWUNAA,PR OILTPH 01
STA20,04-FEB-13,02/04/13,2-4-2015,Err:502,14,14,14:10,SAM,27-FEB-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200365644,,WWUNAA,PR OILTPH 01
STA20,11-FEB-13,02/11/13,2-11-2015,Err:502,9.6,9.6,12:45,SAM,08-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,9.6,MG/L,200366052,,WWUNAA,PR OILTPH 01
STA20,20-FEB-13,02/20/13,2-20-2015,Err:502,20,20,10:20,SAM,08-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200366585,,WWUNAA,PR OILTPH 01
STA20,25-FEB-13,02/25/13,2-25-2015,Err:502,11,11,12:30,SAM,15-MAR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200366865,,WWUNAA,PR OILTPH 01
STA20,04-MAR-13,03/04/13,3-4-2015,Err:502,10,10,10:20,SAM,01-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200367224,,WWUNAA,PR OILTPH 01
STA20,11-MAR-13,03/11/13,3-11-2015,Err:502,13,13,10:30,SAM,02-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200367639,,WWUNAA,PR OILTPH 01
STA20,18-MAR-13,03/18/13,3-18-2015,Err:502,8.7,8.7,10:00,SAM,05-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.7,MG/L,200368085,,WWUNAA,PR OILTPH 01
STA20,27-MAR-13,03/27/13,3-27-2015,Err:502,13,13,10:30,ACM,10-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200368607,,WWURAP,PR OILTPH 01
STA20,02-APR-13,04/02/13,4-2-2015,Err:502,16,16,10:10,SAM,24-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200368898,,WWURAP,PR OILTPH 01
STA20,10-APR-13,04/10/13,4-10-2015,Err:502,5,<5.6,09:30,SAM,28-APR-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.6,MG/L,200369378,,WWURAP,PR OILTPH 01
STA20,17-APR-13,04/17/13,4-17-2015,Err:502,5,<5.4,10:00,SAM,12-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.4,MG/L,200369889,,WWURAP,PR OILTPH 01
STA20,24-APR-13,04/24/13,4-24-2015,Err:502,14,14,09:30,SAM,15-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200370360,,WWURAP,PR OILTPH 01
STA20,01-MAY-13,05/01/13,5-1-2015,Err:502,8.5,8.5,10:00,SAM,19-MAY-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200370778,,WWURAP,PR OILTPH 01
STA20,08-MAY-13,05/08/13,5-8-2015,Err:502,939,939,09:45,ACS,05-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,939,MG/L,200371220,,WWURAP,PR OILTPH 01
STA20,15-MAY-13,05/15/13,5-15-2015,Err:502,15,15,10:40,SAM,05-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200371677,,WWURAP,PR OILTPH 01
STA20,22-MAY-13,05/22/13,5-22-2015,Err:502,13,13,11:50,ACS,02-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200372094,,WWURAP,PR OILTPH 01
STA20,29-MAY-13,05/29/13,5-29-2015,Err:502,17,17,10:05,ACS,09-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,17,MG/L,200372431,,WWURAP,PR OILTPH 01
STA20,30-MAY-13,05/30/13,5-30-2015,Err:502,14,14,09:25,ACS,09-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200372481,WQL,WWURAP,PR ADHOC  01
STA20,05-JUN-13,06/05/13,6-5-2015,Err:502,11,11,08:45,JDG,23-JUN-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200372817,,WWURAP,PR OILTPH 01
STA20,12-JUN-13,06/12/13,6-12-2015,Err:502,15,15,13:40,JDG,08-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200373272,,WWURAP,PR OILTPH 01
STA20,19-JUN-13,06/19/13,6-19-2015,Err:502,12,12,10:30,JDG,16-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200373649,,WWURAP,PR OILTPH 01
STA20,25-JUN-13,06/25/13,6-25-2015,Err:502,89,89,11:10,JDG,08-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,89,MG/L,200374021,,WWURAP,PR OILTPH 01
STA20,02-JUL-13,07/02/13,7-2-2015,Err:502,7.2,7.2,10:10,ACM,18-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.2,MG/L,200374530,,WWURAP,PR OILTPH 01
STA20,17-JUL-13,07/17/13,7-17-2015,Err:502,8.5,8.5,11:25,ACM,29-JUL-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.5,MG/L,200375527,,WWURAP,PR OILTPH 01
STA20,23-JUL-13,07/23/13,7-23-2015,Err:502,5,<5.6,09:50,ACM,15-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.6,MG/L,200375881,,WWURAP,PR OILTPH 01
STA20,31-JUL-13,07/31/13,7-31-2015,Err:502,5,<5.4,09:55,ACS,14-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.4,MG/L,200376412,,WWURAP,PR OILTPH 01
STA20,07-AUG-13,08/07/13,8-7-2015,Err:502,12,12,09:15,ACS,15-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200376816,,WWURAP,PR OILTPH 01
STA20,13-AUG-13,08/13/13,8-13-2015,Err:502,8.4,8.4,11:15,ACS,28-AUG-13,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200377183,,WWURAP,PR OILTPH 01
STA20,20-AUG-13,08/20/13,8-20-2015,Err:502,13,13,12:00,ACS,10-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200377656,,WWURAP,PR OILTPH 01
STA20,27-AUG-13,08/27/13,8-27-2015,Err:502,7.5,7.5,10:15,ACS,12-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.5,MG/L,200378134,,WWURAP,PR OILTPH 01
STA20,04-SEP-13,09/04/13,9-4-2015,Err:502,14,14,10:15,ACS,16-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200378579,,WWURAP,PR OILTPH 01
STA20,10-SEP-13,09/10/13,9-10-2015,Err:502,44,44,09:00,JDG,27-SEP-13,,HEM - SGT HEM (Oil and Grease),APPROVED,44,MG/L,200379115,,WWUNAA,PR OILTPH 01
STA20,17-SEP-13,09/17/13,9-17-2015,Err:502,11,11,13:40,ACS,10-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200379704,,WWURAP,PR OILTPH 01
STA20,24-SEP-13,09/24/13,9-24-2015,Err:502,7.4,7.4,09:10,ACS,15-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,7.4,MG/L,200380188,,WWURAP,PR OILTPH 01
STA20,01-OCT-13,10/01/13,10-1-2015,Err:502,60.7,60.7,09:55,ACS,29-OCT-13,,HEM - SGT HEM (Oil and Grease),APPROVED,60.7,MG/L,200380620,,WWURAP,PR OILTPH 01
STA20,08-OCT-13,10/08/13,10-8-2015,Err:502,13,13,09:10,ACS,03-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200381095,,WWURAP,PR OILTPH 01
STA20,15-OCT-13,10/15/13,10-15-2015,Err:502,11,11,10:20,ACS,07-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200381559,,WWURAP,PR OILTPH 01
STA20,22-OCT-13,10/22/13,10-22-2015,Err:502,10,10,10:00,ACS,13-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200382068,,WWURAP,PR OILTPH 01
STA20,29-OCT-13,10/29/13,10-29-2015,Err:502,12,12,10:30,CJP,20-NOV-13,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200382535,,WWURAP,PR OILTPH 01
STA20,06-NOV-13,11/06/13,11-6-2015,Err:502,11,11,11:20,CJP,11-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200383073,,WWUSXH,PR OILTPH 01
STA20,13-NOV-13,11/13/13,11-13-2015,Err:502,6.3,6.3,14:00,CJP,02-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,6.3,MG/L,200383480,,WWURAP,PR OILTPH 01
STA20,19-NOV-13,11/19/13,11-19-2015,Err:502,28,28,10:45,CP ,09-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,28,MG/L,200383888,,WWUSXH,PR OILTPH 01
STA20,25-NOV-13,11/25/13,11-25-2015,Err:502,5,<5.3,11:05,CJP,10-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.3,MG/L,200384290,,WWUSXH,PR OILTPH 01
STA20,02-DEC-13,12/02/13,12-2-2015,Err:502,15,15,11:55,ACM,17-DEC-13,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200384669,,WWUSXH,PR OILTPH 01
STA20,10-DEC-13,12/10/13,12-10-2015,Err:502,12,12,09:35,ACM,08-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200385144,,WWURAP,PR OILTPH 01
STA20,17-DEC-13,12/17/13,12-17-2015,Err:502,6.1,6.1,10:10,ACM,07-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,6.1,MG/L,200385584,,WWURAP,PR OILTPH 01
STA20,30-DEC-13,12/30/13,12-30-2015,Err:502,6.8,6.8,09:30,ACM,09-JAN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,6.8,MG/L,200386349,,WWURAP,PR OILTPH 01
STA20,08-JAN-14,01/08/14,1-8-2015,Err:502,16,16,12:30,JDG,04-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200386868,,WWURAP,PR OILTPH 01
STA20,15-JAN-14,01/15/14,1-15-2015,Err:502,5,<5.7,09:25,JDG,09-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,<5.7,MG/L,200387368,,WWURAP,PR OILTPH 01
STA20,22-JAN-14,01/22/14,1-22-2015,Err:502,11,11,10:15,JDG,04-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200387756,,WWURAP,PR OILTPH 01
STA20,29-JAN-14,01/29/14,1-29-2015,Err:502,9.1,9.1,10:55,JDG,27-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,9.1,MG/L,200388221,,WWURAP,PR OILTPH 01
STA20,04-FEB-14,02/04/14,2-4-2015,Err:502,27,27,10:50,JDG,02-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,27,MG/L,200388592,,WWURAP,PR OILTPH 01
STA20,12-FEB-14,02/12/14,2-12-2015,Err:502,12,12,12:15,JDG,26-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200389189,,WWURAP,PR OILTPH 01
STA20,19-FEB-14,02/19/14,2-19-2015,Err:502,16,16,10:05,JDG,26-FEB-14,,HEM - SGT HEM (Oil and Grease),APPROVED,16,MG/L,200389544,,WWURAP,PR OILTPH 01
STA20,26-FEB-14,02/26/14,2-26-2015,Err:502,11,11,10:10,ACS,05-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200390015,,WWURAP,PR OILTPH 01
STA20,05-MAR-14,03/05/14,3-5-2015,Err:502,1265,1265,12:00,JDG,01-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,1265,MG/L,200390515,,WWURAP,PR OILTPH 01
STA20,12-MAR-14,03/12/14,3-12-2015,Err:502,18,18,12:45,JDG,25-MAR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200390980,,WWURAP,PR OILTPH 01
STA20,02-APR-14,04/02/14,4-2-2015,Err:502,15,15,11:20,JDG,16-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200392353,,WWURAP,PR OILTPH 01
STA20,08-APR-14,04/08/14,4-8-2015,Err:502,12,12,11:10,JDG,20-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200392726,,WWURAP,PR OILTPH 01
STA20,15-APR-14,04/15/14,4-15-2015,Err:502,11,11,09:20,JDG,24-APR-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200393218,,WWURAP,PR OILTPH 01
STA20,16-JUL-14,07/16/14,7-16-2015,Err:502,21,21,11:15,JDG,31-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,21,MG/L,200399381,,WWURAP,PR OILTPH 01
STA20,22-APR-14,04/22/14,4-22-2015,Err:502,120,120,13:10,ACS,07-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,120,MG/L,200393709,,WWURAP,PR OILTPH 01
STA20,01-MAY-14,05/01/14,5-1-2015,Err:502,11,11,09:45,JDG,13-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200394285,,WWURAP,PR OILTPH 01
STA20,07-MAY-14,05/07/14,5-7-2015,Err:502,7.4,7.4,12:50,JDG,19-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,7.4,MG/L,200394718,,WWURAP,PR OILTPH 01
STA20,14-MAY-14,05/14/14,5-14-2015,Err:502,12,12,12:50,JDG,28-MAY-14,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200395216,,WWURAP,PR OILCMP 01
STA20,21-MAY-14,05/21/14,5-21-2015,Err:502,14,14,10:05,JDG,03-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200395698,,WWURAP,PR OILTPH 01
STA20,28-MAY-14,05/28/14,5-28-2015,Err:502,13,13,10:30,JDG,11-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200396113,,WWURAP,PR OILTPH 01
STA20,04-JUN-14,06/04/14,6-4-2015,Err:502,20,20,12:25,JDG,19-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200396595,,WWURAP,PR OILTPH 01
STA20,11-JUN-14,06/11/14,6-11-2015,Err:502,10,10,10:35,JDG,26-JUN-14,,HEM - SGT HEM (Oil and Grease),APPROVED,10,MG/L,200397059,,WWURAP,PR OILTPH 01
STA20,18-JUN-14,06/18/14,6-18-2015,Err:502,23,23,11:10,JDG,06-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,23,MG/L,200397511,,WWURAP,PR OILTPH 01
STA20,25-JUN-14,06/25/14,6-25-2015,Err:502,8.4,8.4,12:05,JDG,10-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,8.4,MG/L,200398017,,WWURAP,PR OILTPH 01
STA20,02-JUL-14,07/02/14,7-2-2015,Err:502,11,11,11:10,JDG,10-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200398452,,WWURAP,PR OILTPH 01
STA20,09-JUL-14,07/09/14,7-9-2015,Err:502,20,20,11:05,JDG,22-JUL-14,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200398890,,WWURAP,PR OILTPH 01
STA20,23-JUL-14,07/23/14,7-23-2015,Err:502,13,13,12:20,JDG,10-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200399889,,WWURAP,PR OILTPH 01
STA20,30-JUL-14,07/30/14,7-30-2015,Err:502,20,20,10:30,CJP,19-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,20,MG/L,200400366,,WWURAP,PR OILTPH 01
STA20,06-AUG-14,08/06/14,8-6-2015,Err:502,24,24,13:00,JDG,25-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,24,MG/L,200400871,,WWURAP,PR OILTPH 01
STA20,13-AUG-14,08/13/14,8-13-2015,Err:502,13,13,10:15,CJP,28-AUG-14,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200401344,,WWURAP,PR OILTPH 01
STA20,20-AUG-14,08/20/14,8-20-2015,Err:502,13,13,10:00,CJP,09-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,13,MG/L,200401840,,WWURAP,PR OILTPH 01
STA20,27-AUG-14,08/27/14,8-27-2015,Err:502,15,15,10:45,JDG,09-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200402347,,WWURAP,PR OILTPH 01
STA20,03-SEP-14,09/03/14,9-3-2015,Err:502,15,15,10:00,JDG,18-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,15,MG/L,200402753,,WWURAP,PR OILTPH 01
STA20,10-SEP-14,09/10/14,9-10-2015,Err:502,18,18,13:30,ACS,24-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200403279,,WWURAP,PR OILCMP 01
STA20,17-SEP-14,09/17/14,9-17-2015,Err:502,18,18,12:20,JDG,30-SEP-14,,HEM - SGT HEM (Oil and Grease),APPROVED,18,MG/L,200403820,,WWURAP,PR OILTPH 01
STA20,24-SEP-14,09/24/14,9-24-2015,Err:502,14,14,09:55,JDG,06-OCT-14,,HEM - SGT HEM (Oil and Grease),APPROVED,14,MG/L,200404301,,WWUSXH,PR OILTPH 01
STA20,01-OCT-14,10/01/14,10-1-2015,Err:502,11,11,10:45,CJP,10-OCT-14,,HEM - SGT HEM (Oil and Grease),APPROVED,11,MG/L,200404695,,WWUSXH,PR OILTPH 01
STA20,22-OCT-14,10/22/14,10-22-2015,Err:502,41,41,12:05,JDG,12-NOV-14,,HEM - SGT HEM (Oil and Grease),APPROVED,41,MG/L,200406112,,WWURAP,PR OILTPH 01
STA20,19-NOV-14,11/19/14,11-19-2015,Err:502,28,28,10:10,JDG,03-DEC-14,,HEM - SGT HEM (Oil and Grease),APPROVED,28,MG/L,200407978,,WWURAP,PR OILTPH 01
STA20,17-DEC-14,12/17/14,12-17-2015,Err:502,180,180,12:10,JDG,08-JAN-15,,HEM - SGT HEM (Oil and Grease),APPROVED,180,MG/L,200409887,,WWURAP,PR OILTPH 02
STA20,14-JAN-15,01/14/15,1-14-2015,Err:502,12,12,10:15,CJP,01-FEB-15,,HEM - SGT HEM (Oil and Grease),APPROVED,12,MG/L,200411559,,WWURAP,PR OILTPH 02
STA20,18-FEB-15,02/18/15,2-18-2015,Err:502,81,81,13:25,JDG,03-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,81,MG/L,200413998,,WWURAP,PR OILTPH 02
STA20,18-MAR-15,03/18/15,3-18-2015,Err:502,42,42,11:10,GGP,27-MAR-15,,HEM - SGT HEM (Oil and Grease),APPROVED,42,MG/L,200416328,,WWUSXH,PR OILTPH 02
TIJERI,28-APR-10,04/28/10,4-28-2015,Err:502,6,<6.2,21:00,MPO,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,<6.2,MG/L,200313668,ASSAIGAI,WWUJCG,PR OILCTR 01
TIJERI,03-MAY-10,05/03/10,5-3-2015,Err:502,4,<5,21:00,JG ,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,<5,MG/L,200313857,ASSAIGAI,WWUJCG,PR OILCTR 01
TIJERI,24-MAY-10,05/24/10,5-24-2015,Err:502,30,30,21:00,JG ,05-AUG-11,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200314764,ASSAIGAI,WWUAKS,PR OILCTR 01
TIJERI,01-JUN-10,06/01/10,6-1-2015,Err:502,30,30,21:00,MPO,01-SEP-10,,HEM - SGT HEM (Oil and Grease),APPROVED,30,MG/L,200315048,ASSAIGAI,WWUJCG,PR OILCTR 01
